rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
10,266196,2025-12-05T20:00:00.000Z,Lille vs Marseille,Lille -0.5,-200,1,72,Lille slight home edge but line moved dramatically showing sharp support. 97% tickets on Lille minus 0.5 spread shows consensus on home advantage.,2-1,1,0,0,0,0,0,154,165,250.0,2.5,-150,113.0,-0.5,-200,0.5,140,2025-12-03T20:00:00.000Z
1,266188,2025-12-06T20:05:00.000Z,PSG vs Rennes,PSG -1.5,-145,3,91,PSG massive home favorites with 100% consensus backing them. Rennes weak opposition with quality gap enormous at Parc des Princes in Ligue 1.,3-0,1,0,0,0,0,0,-350,750,525.0,3.5,-118,-107.0,-1.5,-145,1.5,100,2025-12-06T20:00:00.000Z
2,266105,2025-12-06T15:00:00.000Z,Man City vs Sunderland,Man City -1.5,-135,3,89,City huge favorites with 94% backing and after drawing once City will dominate League One side. Quality gap vs third tier opposition clear.,3-0,1,0,0,0,0,0,-369,912,500.0,3.5,128,-162.0,-1.5,-135,1.5,-110,2025-12-06T20:00:00.000Z
3,266104,2025-12-06T15:00:00.000Z,Newcastle vs Burnley,Newcastle -1.5,-120,2,87,Newcastle massive favorites hosting Championship side with 98% backing Newcastle. Clear quality advantage against lower league opponent.,3-0,1,0,0,0,0,0,-325,850,445.0,2.5,-160,120.0,-1.5,-120,1.5,-115,2025-12-06T20:00:00.000Z
4,266103,2025-12-06T15:00:00.000Z,Tottenham vs Brentford,Tottenham -0.5,120,2,85,Spurs home favorites with 81% backing and plus odds on minus 0.5 offers value opportunity. Brentford inconsistent away from home.,2-1,1,0,0,0,0,0,136,205,240.0,2.5,-106,-120.0,-0.5,120,0.5,-175,2025-12-06T20:00:00.000Z
5,266109,2025-12-07T14:00:00.000Z,Albion vs West Ham,Albion -0.5,-200,2,83,Albion strong home side with 90% backing them. West Ham terrible away form this season with conservative minus 0.5 reliable.,2-0,1,0,0,0,0,0,-182,467,340.0,2.5,-164,130.0,-0.5,-200,0.5,135,2025-12-06T20:00:00.000Z
6,266186,2025-12-06T19:45:00.000Z,Hellas vs Atalanta,Atalanta -0.5,-165,2,81,Atalanta favorites with 98% backing away at Hellas. Hellas weak at home with quality gap clear in Serie A domestic competition.,0-2,0,0,1,0,0,0,405,-147,285.0,2.5,-105,-120.0,0.5,120,-0.5,-165,2025-12-06T20:00:00.000Z
7,266115,2025-12-06T14:30:00.000Z,Augsburg vs Leverkusen,Leverkusen -0.5,-115,2,79,Leverkusen favorites with 98% backing away at Augsburg. Augsburg struggling with conservative spread safer than minus 1.5 given recent results.,0-2,0,0,1,0,0,0,260,-100,275.0,2.5,-165,122.0,0.5,-125,-0.5,-115,2025-12-06T20:00:00.000Z
8,266192,2025-12-07T14:00:00.000Z,Nice vs Angers,Nice -0.5,-110,1,76,Nice home favorites with 96% backing them. Angers bottom half side traveling with Ligue 1 home advantage clear in this matchup.,2-1,1,0,0,0,0,0,-103,275,260.0,2.5,-120,-110.0,-0.5,-110,0.5,-130,2025-12-06T20:00:00.000Z
9,266118,2025-12-06T17:30:00.000Z,LEIP vs FRA,LEIP -0.5,-143,1,74,Leipzig home favorites with 95% backing them. Frankfurt away struggles well documented with Bundesliga quality home pick.,2-1,1,0,0,0,0,0,-132,300,310.0,3.5,120,-163.0,-0.5,-143,0.5,-105,2025-12-06T20:00:00.000Z
10,266180,2025-12-06T17:00:00.000Z,Inter vs Como 1907,Inter -1.0,-105,1,72,Inter dominant hosting newly promoted side with 98% backing Inter. Using minus 1.0 instead of minus 1.5 for added safety given recent performance.,2-0,1,0,0,0,0,0,-177,450,322.0,2.5,-148,112.0,-1.0,-105,1.0,-115,2025-12-06T20:00:00.000Z
1,266274,2025-12-09T20:00:00.000Z,Barcelona vs FRA,Barcelona -2.5,-110,3,92,Barcelona massive favorites at Camp Nou with 97% backing them. Frankfurt inferior opposition with Barca scoring freely. This is rare minus 2.5 with good odds offering value.,4-0,1,0,0,0,0,0,-625,1300,800.0,4.5,-102,-121.0,-2.5,-110,2.5,-130,2025-12-09T20:00:00.000Z
2,266270,2025-12-09T20:00:00.000Z,Tottenham vs Slavia Praha,Tottenham -1.5,115,3,90,Spurs strong home favorites with 97% backing and plus odds on minus 1.5 offers value against Czech side. Tottenham need to win big for Champions League qualification.,3-0,1,0,0,0,0,0,-220,600,360.0,2.5,-145,113.0,-1.5,115,1.5,-165,2025-12-09T20:00:00.000Z
3,266273,2025-12-09T20:00:00.000Z,Inter vs Liverpool,Inter -0.5,-110,2,87,Inter slight favorites at San Siro with 72% backing them. Liverpool away in Europe always difficult with conservative minus 0.5 spread safer than larger spread.,2-1,1,0,0,0,0,0,-101,250,270.0,2.5,-149,115.0,-0.5,-110,0.5,-130,2025-12-09T20:00:00.000Z
4,266276,2025-12-09T20:00:00.000Z,Monaco vs Galatasaray,Under 3.5,105,2,85,91% of money on under despite plus odds showing sharp value. Both tactical sides in big European match with Galatasaray defensive away in Europe.,1-1,0,0,0,0,0,1,-105,250,290.0,3.5,105,-136.0,0.5,-115,-0.5,-125,2025-12-09T20:00:00.000Z
1,267070,2025-12-10T17:45:00.000Z,Villarreal vs Copenhagen,Villarreal -1.5,-100,3,88,Villarreal strong home favorites with 95% backing them. Copenhagen weaker Danish side traveling to Spain with good odds at even money for minus 1.5 spread offering value.,3-0,1,0,0,0,0,0,-225,533,400.0,3.5,105,-134.0,-1.5,-100,1.5,-148,2025-12-10T17:45:00.000Z
2,267071,2025-12-10T17:45:00.000Z,Qarabag vs Ajax,Ajax -0.5,-130,2,82,Ajax favorites with line movement showing sharp money backing them. Qarabag weak at home in European competition with conservative minus 0.5 spread safer than larger spread.,1-2,0,0,1,0,0,0,100,242,282.0,2.5,-175,137.0,0.5,-110,-0.5,-130,2025-12-10T17:45:00.000Z
3,267070,2025-12-10T17:45:00.000Z,Villarreal vs Copenhagen,Under 3.5,-134,2,80,93% of money on under showing sharp consensus. Both teams tactical in must win European match with line moved from minus 162 to minus 134 indicating value.,2-1,0,0,0,0,0,1,-225,533,400.0,3.5,105,-134.0,-1.5,-100,1.5,-148,2025-12-10T17:45:00.000Z
5,266275,2025-12-09T20:00:00.000Z,Atalanta vs Chelsea,Chelsea -0.5,105,2,83,Chelsea favorites with 87% backing away and plus odds on minus 0.5 offers value. Chelsea need points for qualification while Atalanta shaky at home recently.,1-2,0,0,1,0,0,0,240,115,245.0,2.5,-125,-105.0,0.5,-150,-0.5,105,2025-12-09T20:00:00.000Z
6,266271,2025-12-09T20:00:00.000Z,Union Saint-Gilloise vs Marseille,Marseille -0.5,-175,2,81,Marseille favorites with 82% backing away at Union Saint Gilloise. Union weaker Belgian side with Marseille quality edge clear despite away fixture.,0-2,0,0,1,0,0,0,195,136,240.0,2.5,-128,-100.0,0.5,-175,-0.5,125,2025-12-09T20:00:00.000Z
7,266272,2025-12-09T20:00:00.000Z,PSV vs Atlético,Atlético -0.5,115,1,78,Atlético slight favorites with 72% backing and plus odds on away favorite spread. Atlético defensive quality edge should prevail at PSV.,0-1,0,0,1,0,0,0,187,125,275.0,3.5,115,-147.0,0.5,-165,-0.5,115,2025-12-09T20:00:00.000Z
1,267203,2025-12-12T19:30:00.000Z,Union Berlin vs LEIP,LEIP -0.5,125,3,88,Leipzig favorites with 86% backing away at Union Berlin. Union Berlin struggling at home with plus odds on minus 0.5 offers excellent value. Line moved from minus 130 to plus 125 showing value.,1-2,0,0,1,0,0,0,200,130,240.0,2.5,-105,-125.0,0.5,-185,-0.5,125,2025-12-12T19:30:00.000Z
2,267272,2025-12-12T19:45:00.000Z,Lecce vs Pisa,Under 1.5,138,2,84,83% of money on under showing sharp consensus. Total moved from 2.5 to 1.5 with under at plus odds offering value. Both teams defensive minded in Serie B.,1-0,0,0,0,0,0,1,145,230,185.0,1.5,-185,138.0,-0.5,130,0.5,-190,2025-12-12T19:45:00.000Z
3,267258,2025-12-12T20:00:00.000Z,Real Sociedad vs Girona,Real Sociedad -0.5,-145,2,82,Real Sociedad home favorites with 88% backing them. Girona weaker away side with conservative minus 0.5 spread reliable and proven profitable.,2-1,1,0,0,0,0,0,-130,355,275.0,2.5,-110,-118.0,-0.5,-145,0.5,105,2025-12-12T20:00:00.000Z
4,267285,2025-12-12T19:45:00.000Z,Angers vs Nantes,Angers -0.5,105,2,80,Angers home favorites with 79% backing them and plus odds on minus 0.5 offers value opportunity. Nantes poor away record in Ligue 1.,2-1,1,0,0,0,0,0,115,265,217.0,2.5,130,-170.0,-0.5,105,0.5,-150,2025-12-12T19:45:00.000Z
1,267195,2025-12-13T15:00:00.000Z,Liverpool vs Albion,Liverpool -0.5,-160,3,90,"Liverpool strong home favorites with 86% backing them. Albion weak away side with conservative minus 0.5 spread proven reliable at Anfield fortress.",2-0,1,0,0,0,0,0,-141,345,315,3.5,130,-175,-0.5,-160,0.5,110,2025-12-13T15:00:00.000Z
2,267197,2025-12-13T15:00:00.000Z,Chelsea vs Everton,Chelsea -0.5,-152,3,88,"Chelsea home favorites with 91% backing them. Everton struggling away with line moved from minus 165 to minus 152 showing value opportunity.",2-1,1,0,0,0,0,0,-140,370,290,2.5,-125,-100,-0.5,-152,0.5,110,2025-12-13T15:00:00.000Z
3,267207,2025-12-13T14:30:00.000Z,FRA vs Augsburg,FRA -0.5,-133,2,85,"Frankfurt home favorites with 94% backing them and line moved toward FRA showing sharp money backing. Augsburg poor away form in Bundesliga.",2-0,1,0,0,0,0,0,-120,300,280,2.5,-139,105,-0.5,-133,0.5,-110,2025-12-13T14:30:00.000Z
4,267204,2025-12-13T14:30:00.000Z,M'gladbach vs WOLF,M'gladbach -0.5,-110,2,82,"Gladbach home favorites with 86% backing and even money odds on minus 0.5 offers value. Wolfsburg inconsistent travelers this season.",2-1,1,0,0,0,0,0,-100,240,275,2.5,-163,125,-0.5,-110,0.5,-130,2025-12-13T14:30:00.000Z
5,267195,2025-12-13T15:00:00.000Z,Liverpool vs Albion,Under 3.5,-175,2,80,"94% of money on under showing sharp consensus. Total moved from 3.5 with heavy under backing indicating value. Liverpool defensive at home lately.",2-0,0,0,0,0,0,1,-141,345,315,3.5,130,-175,-0.5,-160,0.5,110,2025-12-13T15:00:00.000Z
