rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp,start_time_pt,date,model
1,265758,2025-11-27T17:45:00.000Z,Fenerbahce vs Ferencvaros,Fenerbahce -1.5,152,3,95,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-0,1,0,0,0,0,0,-182,450,340.0,2.5,-157,120.0,-1.5,152,1.5,-190,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
2,265757,2025-11-27T17:45:00.000Z,PAOK vs Brann,PAOK -1.5,150,3,92,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-182,487,333.0,2.5,-144,112.0,-1.5,150,1.5,-192,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
3,265904,2025-11-27T17:45:00.000Z,Lille vs Zagreb,Lille -1.5,135,3,90,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-0,1,0,0,0,0,0,-189,475,345.0,2.5,-152,119.0,-1.5,135,1.5,-190,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
4,265909,2025-11-27T20:00:00.000Z,Go Ahead Eagles vs Stuttgart,Stuttgart -1.5,130,2,88,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",0-3,0,0,1,0,0,0,500,-200,360.0,2.5,-185,138.0,1.5,-182,-1.5,130,2025-11-26 17:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,grover
5,265764,2025-11-27T20:00:00.000Z,Belgrade vs Steaua,Belgrade -1.5,125,2,85,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-204,520,350.0,2.5,-147,115.0,-1.5,125,1.5,-182,2025-11-26 17:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,grover
6,265760,2025-11-27T17:45:00.000Z,Roma vs Midtjylland,Roma -1.5,120,2,85,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-210,529,360.0,2.5,-160,122.0,-1.5,120,1.5,-165,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
7,265756,2025-11-27T17:45:00.000Z,Viktoria vs Freiburg,Freiburg -0.5,110,2,82,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",0-2,0,0,1,0,0,0,220,125,240.0,2.5,-104,-121.0,0.5,-160,-0.5,110,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
8,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,2,82,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-244,600,380.0,2.5,-130,101.0,-1.5,110,1.5,-160,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
9,265761,2025-11-27T20:00:00.000Z,Rangers vs Braga,Braga -0.5,115,2,80,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",1-2,0,0,1,0,0,0,220,125,240.0,2.5,-110,-115.0,0.5,-160,-0.5,115,2025-11-26 17:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,grover
10,265910,2025-11-27T20:00:00.000Z,Bologna vs Red Bull,Bologna -1.5,105,2,80,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-250,650,375.0,2.5,-140,110.0,-1.5,105,1.5,-145,2025-11-26 17:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,grover
1,265811,2025-11-29T13:00:00.000Z,Mallorca vs Osasuna,Mallorca -0.5,120,3,92,"Home team with moderate spread, strong home advantage, historical success with -0.5 spreads",2-0,1,0,0,0,0,0,131,240,202.0,2.5,143,-186.0,-0.5,120,0.5,-185,2025-11-29 10:00:00+00:00,2025-11-29 05:00:00-08:00,2025-11-29,david
2,265819,2025-11-29T14:00:00.000Z,Genoa vs Hellas,Genoa -0.5,-102,2,85,"Home favorite at reasonable odds, Hellas poor away form",2-1,1,0,0,0,0,0,105,320,190.0,1.5,-190,141.0,-0.5,-102,0.5,-135,2025-11-29 10:00:00+00:00,2025-11-29 06:00:00-08:00,2025-11-29,david
3,265619,2025-11-29T14:30:00.000Z,Union Berlin vs Heidenheim,Union Berlin -0.5,-160,2,82,"Strong home favorite, Heidenheim weak away record",2-0,1,0,0,0,0,0,-150,400,285.0,2.5,-115,-113.0,-0.5,-160,1.0,120,2025-11-29 10:00:00+00:00,2025-11-29 06:30:00-08:00,2025-11-29,david
4,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg -0.5,-135,2,81,"Home advantage, Brest inconsistent on road",1-0,1,0,0,0,0,0,-120,320,275.0,2.5,-140,108.0,-0.5,-135,0.5,-110,2025-11-29 10:00:00+00:00,2025-11-30 06:00:00-08:00,2025-11-30,david
5,265832,2025-11-29T18:00:00.000Z,Paris FC vs Auxerre,Paris FC -0.5,-135,1,78,"Home team favored, Auxerre struggles away",2-1,1,0,0,0,0,0,-120,320,270.0,2.5,-121,-107.0,-0.5,-135,0.5,-105,2025-11-29 10:00:00+00:00,2025-11-29 10:00:00-08:00,2025-11-29,david
6,265608,2025-11-29T20:00:00.000Z,Tottenham vs Fulham,Tottenham -0.5,110,1,76,"Home advantage, Fulham poor away form",2-1,1,0,0,0,0,0,125,225,230.0,2.5,-104,-120.0,-0.5,110,0.5,-160,2025-11-29 10:00:00+00:00,2025-11-29 12:00:00-08:00,2025-11-29,david
7,265615,2025-11-29T15:00:00.000Z,Brentford vs Burnley,Burnley +1.5,-175,1,75,"Road underdog getting +1.5, Burnley competitive",1-1,0,0,1,0,0,0,-220,600,360.0,2.5,-128,-100.0,1.5,-175,-1.5,120,2025-11-29 10:00:00+00:00,2025-11-29 07:00:00-08:00,2025-11-29,david
8,265609,2025-11-29T15:00:00.000Z,Sunderland vs Bournemouth,Sunderland +0.5,-175,1,74,"Home underdog getting +0.5, value pick",1-1,1,0,0,0,0,0,210,135,230.0,2.5,-101,-125.0,0.5,-175,-0.5,120,2025-11-29 10:00:00+00:00,2025-11-29 07:00:00-08:00,2025-11-29,david
9,265612,2025-11-29T17:30:00.000Z,Everton vs Newcastle,Everton +0.5,-200,1,72,Home underdog with spread protection,1-2,1,0,0,0,0,0,175,162,230.0,2.5,101,-125.0,0.5,-200,-0.5,140,2025-11-29 10:00:00+00:00,2025-11-29 09:30:00-08:00,2025-11-29,david
10,265807,2025-11-29T17:30:00.000Z,Levante vs Athletic,Levante +0.5,105,1,70,"Home underdog getting +0.5, Athletic inconsistent away",1-1,1,0,0,0,0,0,235,120,230.0,2.5,106,-136.0,0.5,-155,-0.5,110,2025-11-29 10:00:00+00:00,2025-11-29 09:30:00-08:00,2025-11-29,david
1,265619,2025-11-29T14:30:00.000Z,Union Berlin vs Heidenheim,Union Berlin ML,-150,3,94,Pricing Anomaly: Union Berlin is the home favorite. The Money Line (-150) is cheaper than the -0.5 Spread (-160) for the exact same winning outcome.,2-1,0,1,0,0,0,0,-150,400,285.0,2.5,-115,-113.0,-0.5,-160,1.0,120,2025-11-28 16:03:00-08:00,2025-11-29 06:30:00-08:00,2025-11-29,gary
2,265832,2025-11-29T18:00:00.000Z,Paris FC vs Auxerre,Paris FC ML,-120,3,92,Pricing Anomaly: Paris FC is the home favorite. The ML (-120) offers a significant 15-cent discount compared to the -0.5 spread (-135).,1-0,0,1,0,0,0,0,-120,320,270.0,2.5,-121,-107.0,-0.5,-135,0.5,-105,2025-11-28 16:03:00-08:00,2025-11-29 10:00:00-08:00,2025-11-29,gary
3,265821,2025-11-29T19:45:00.000Z,Milan vs Lazio,Milan ML,-160,3,91,Pricing Anomaly: Milan is a strong home favorite. The ML (-160) is mathematically superior to the -0.5 spread (-175).,2-0,0,1,0,0,0,0,-160,475,280.0,2.5,110,-139.0,-0.5,-175,0.5,125,2025-11-28 16:03:00-08:00,2025-11-29 11:45:00-08:00,2025-11-29,gary
4,265828,2025-11-29T14:00:00.000Z,Strasbourg vs Brest,Strasbourg ML,-120,2,88,Pricing Anomaly: Strasbourg is the home favorite. Taking the ML (-120) saves 15 cents of juice compared to the spread (-135).,1-0,0,1,0,0,0,0,-120,320,275.0,2.5,-140,108.0,-0.5,-135,0.5,-110,2025-11-28 16:03:00-08:00,2025-11-29 06:00:00-08:00,2025-11-29,gary
5,265826,2025-11-29T16:00:00.000Z,Monaco vs PSG,PSG ML,-170,2,87,Pricing Anomaly: PSG is the away favorite. Their ML (-170) is better value than the -0.5 spread (-185) with 99% money support.,1-3,0,0,0,1,0,0,400,-170,350.0,3.5,105,-136.0,0.5,130,-0.5,-185,2025-11-28 16:03:00-08:00,2025-11-29 08:00:00-08:00,2025-11-29,gary
6,265625,2025-11-29T14:30:00.000Z,Bayern vs St Pauli,Bayern -2.5,-126,2,85,"Bayern is a massive home favorite (-909 ML) with 100% money support. The talent gap is enormous, making the -2.5 cover highly probable.",4-0,1,0,0,0,0,0,-909,2000,900.0,3.5,-147,119.0,-2.5,-126,2.5,-110,2025-11-28 16:03:00-08:00,2025-11-29 06:30:00-08:00,2025-11-29,gary
7,265808,2025-11-29T15:15:00.000Z,Barcelona vs Alaves,Barcelona -2.0,-115,2,84,"Barcelona is dominant at home (-475 ML). The -2.0 Asian Handicap offers push protection on a 2-goal win, providing safety.",4-0,1,0,0,0,0,0,-475,1124,600.0,3.5,-103,-120.0,-2.0,-115,2.0,-120,2025-11-28 16:03:00-08:00,2025-11-29 07:15:00-08:00,2025-11-29,gary
8,265819,2025-11-29T14:00:00.000Z,Genoa vs Hellas,Genoa ML,105,2,82,Pricing Anomaly: Genoa is the home favorite. The ML at +105 offers plus-money value while the spread is priced at -102.,1-0,0,1,0,0,0,0,105,320,190.0,1.5,-190,141.0,-0.5,-102,0.5,-135,2025-11-28 16:03:00-08:00,2025-11-29 06:00:00-08:00,2025-11-29,gary
9,265611,2025-11-29T15:00:00.000Z,Man City vs Leeds,Man City -1.5,-155,1,80,Man City (-400 ML) is expected to dominate at the Etihad. 99% of the money is backing them to win comfortably.,3-0,1,0,0,0,0,0,-400,1050,525.0,3.5,124,-168.0,-1.5,-155,1.5,110,2025-11-28 16:03:00-08:00,2025-11-29 07:00:00-08:00,2025-11-29,gary
10,265823,2025-11-30T14:00:00.000Z,Pisa vs Inter,Inter -1.5,-110,1,78,Inter is the superior team facing a weaker Pisa side. The -1.5 spread at -110 is a standard value play for a top-tier mismatch.,0-2,0,0,1,0,0,0,774,-303,410.0,2.5,-138,107.0,1.5,-133,-1.5,-110,2025-11-28 16:03:00-08:00,2025-11-30 06:00:00-08:00,2025-11-30,gary
1,265616,2025-11-30T14:05:00.000Z,Aston Villa vs Wolverhampton,Aston Villa -1.5,130,3,94,Best remaining -1.5 home favorite at +money after yesterday’s bloodbath,3-0,1,0,0,0,0,0,-200,525,335.0,2.5,-125,-103.0,-1.5,130,1.5,-182,2025-11-29 10:00:00+00:00,2025-11-30 06:05:00-08:00,2025-11-30,grover
2,265814,2025-11-29T20:00:00.000Z,Atlético vs Real Oviedo,Atlético -1.5,-155,3,92,Only -1.5 home favorite with acceptable juice,3-0,1,0,0,0,0,0,-450,1300,520.0,2.5,-147,116.0,-1.5,-155,1.5,110,2025-11-29 10:00:00+00:00,2025-11-29 12:00:00-08:00,2025-11-29,grover
3,265625,2025-11-29T14:30:00.000Z,Bayern vs St Pauli,Bayern -2.5,-126,3,91,"Bayern scoring for fun, St Pauli terrible; -126 playable",4-0,1,0,0,0,0,0,-909,2000,900.0,3.5,-147,119.0,-2.5,-126,2.5,-110,2025-11-29 10:00:00+00:00,2025-11-29 06:30:00-08:00,2025-11-29,grover
4,265825,2025-11-29T20:05:00.000Z,Marseille vs Toulouse,Marseille -1,-125,3,90,Line moved to -1 at very playable juice,2-0,1,0,0,0,0,0,-190,500,320.0,2.5,-132,100.0,-1.0,-125,1.0,-110,2025-11-29 10:00:00+00:00,2025-11-29 12:05:00-08:00,2025-11-29,grover
5,265611,2025-11-29T15:00:00.000Z,Man City vs Leeds,Man City -1.5,-155,2,87,Biggest class gap remaining,3-1,1,0,0,0,0,0,-400,1050,525.0,3.5,124,-168.0,-1.5,-155,1.5,110,2025-11-29 10:00:00+00:00,2025-11-29 07:00:00-08:00,2025-11-29,grover
6,265615,2025-11-29T15:00:00.000Z,Brentford vs Burnley,Brentford -1.5,120,2,86,Still +120 on -1.5 at home – rare value,3-1,1,0,0,0,0,0,-220,600,360.0,2.5,-128,-100.0,-1.5,120,1.5,-175,2025-11-29 10:00:00+00:00,2025-11-29 07:00:00-08:00,2025-11-29,grover
7,265815,2025-11-29T17:00:00.000Z,Juventus vs Cagliari,Juventus -1.5,-102,2,84,Almost pick’em price on -1.5 vs worst attack,3-0,1,0,0,0,0,0,-294,875,410.0,2.5,-111,-112.0,-1.5,-102,1.5,-133,2025-11-29 10:00:00+00:00,2025-11-29 09:00:00-08:00,2025-11-29,grover
8,282400,2025-11-29T23:00:00.000Z,Inter Miami vs NYCFC,Inter Miami -1.5,125,2,83,MLS playoff – Miami with Messi huge edge +125,3-1,1,0,0,0,0,0,-192,425,360.0,3.5,105,-129.0,-1.5,125,1.5,-167,2025-11-29 10:00:00+00:00,2025-11-29 15:00:00-08:00,2025-11-29,grover
9,265821,2025-11-29T19:45:00.000Z,Milan vs Lazio,Milan -0.5,-175,2,81,Reduced to PK at -175 – strongest home side left,2-0,1,0,0,0,0,0,-160,475,280.0,2.5,110,-139.0,-0.5,-175,0.5,125,2025-11-29 10:00:00+00:00,2025-11-29 11:45:00-08:00,2025-11-29,grover
10,265619,2025-11-29T14:30:00.000Z,Union Berlin vs Heidenheim,Union Berlin -0.5,-160,1,78,Solid home side vs poor traveler,1-0,1,0,0,0,0,0,-150,400,285.0,2.5,-115,-113.0,-0.5,-160,1.0,120,2025-11-29 10:00:00+00:00,2025-11-29 06:30:00-08:00,2025-11-29,grover
1,265814,2025-11-29T20:00:00.000Z,Atlético vs Real Oviedo,Atlético -1.5,-155,3,91,Atlético massive favorites hosting third tier side in Copa del Rey with 100% consensus backing. Quality gap enormous with Oviedo from Segunda B division.,3-0,1,0,0,0,0,0,-450,1200,525.0,2.5,-175,132.0,-1.5,-155,1.5,110,2025-11-29 20:00:00+00:00,2025-11-29 12:00:00-08:00,2025-11-29,cliff
2,265815,2025-11-29T17:00:00.000Z,Juventus vs Cagliari,Juventus -1.5,-145,3,89,Juventus dominant at home with 99% backing and line moved from minus 102 to minus 145 showing sharp money. Cagliari struggling defensively on the road.,3-0,1,0,0,0,0,0,-400,1000,500.0,2.5,-161,125.0,-1.5,-145,1.5,100,2025-11-29 20:00:00+00:00,2025-11-29 09:00:00-08:00,2025-11-29,cliff
3,265821,2025-11-29T19:45:00.000Z,Milan vs Lazio,Milan -0.5,-165,2,86,Milan home favorites with 97% tickets backing them. More conservative minus 0.5 spread after recent minus 1.5 failures. Milan strong at San Siro this season.,2-1,1,0,0,0,0,0,-147,430,280.0,2.5,105,-136.0,-0.5,-165,0.5,115,2025-11-29 20:00:00+00:00,2025-11-29 11:45:00-08:00,2025-11-29,cliff
4,265825,2025-11-29T20:05:00.000Z,Marseille vs Toulouse,Marseille -0.5,-175,2,84,Marseille dominant home side with 99% consensus backing them. Toulouse weak travelers with line holding despite public showing confidence.,2-0,1,0,0,0,0,0,-155,425,300.0,2.5,-131,101.0,-0.5,-175,0.5,130,2025-11-29 20:00:00+00:00,2025-11-29 12:05:00-08:00,2025-11-29,cliff
5,265616,2025-11-30T14:05:00.000Z,Aston Villa vs Wolverhampton,Aston Villa -1.5,130,2,82,Villa strong home favorites with 98% backing and plus odds on minus 1.5 spread offers value. Wolves in poor form traveling to Villa Park.,2-0,1,0,0,0,0,0,-200,525,335.0,2.5,-125,-103.0,-1.5,130,1.5,-182,2025-11-29 20:00:00+00:00,2025-11-30 06:05:00-08:00,2025-11-30,cliff
6,265826,2025-11-29T16:00:00.000Z,Monaco vs PSG,PSG -0.5,-165,2,80,PSG home favorites in Ligue 1 with 98% backing. Using minus 0.5 instead of minus 1.5 for safety. Monaco quality opponent but PSG at Parc des Princes strong.,1-2,0,0,1,0,0,0,350,-155,345.0,3.5,-109,-115.0,0.5,115,-0.5,-165,2025-11-29 20:00:00+00:00,2025-11-29 08:00:00-08:00,2025-11-29,cliff
7,282400,2025-11-29T23:00:00.000Z,Inter Miami vs NYCFC,Inter Miami -1.5,120,2,78,Miami playoff game at home with plus odds on minus 1.5 in MLS playoff atmosphere offers value. Home field advantage critical in knockout match.,2-0,1,0,0,0,0,0,-200,433,375.0,3.5,-100,-131.0,-1.5,120,1.5,-167,2025-11-29 20:00:00+00:00,2025-11-29 15:00:00-08:00,2025-11-29,cliff
8,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg -0.5,-135,1,75,Strasbourg home favorites with 96% tickets backing them. Conservative minus 0.5 spread in domestic French league where we have had better success recently.,2-1,1,0,0,0,0,0,-125,320,275.0,2.5,-140,109.0,-0.5,-135,0.5,-110,2025-11-29 20:00:00+00:00,2025-11-30 06:00:00-08:00,2025-11-30,cliff
9,265816,2025-11-30T17:00:00.000Z,Atalanta vs Fiorentina,Atalanta -0.5,-145,1,73,Atalanta home favorites with 96% backing and line moved toward Atalanta showing sharp action. Serie A domestic match more reliable than European games.,2-1,1,0,0,0,0,0,-138,375,275.0,2.5,-118,-110.0,-0.5,-145,0.5,105,2025-11-29 20:00:00+00:00,2025-11-30 09:00:00-08:00,2025-11-30,cliff
10,265832,2025-11-29T18:00:00.000Z,Paris FC vs Auxerre,Paris FC -0.5,-120,1,71,Paris FC home favorites with 94% tickets backing them. Ligue 2 domestic match with clear home advantage and conservative spread approach working better.,2-1,1,0,0,0,0,0,-110,305,250.0,2.5,-107,-121.0,-0.5,-120,0.5,-118,2025-11-29 20:00:00+00:00,2025-11-29 10:00:00-08:00,2025-11-29,cliff
1,265833,2025-11-30T19:45:00.000Z,Lyon vs Nantes,Lyon -1.5,110,3,91,Lyon massive favorites at home with 99% consensus backing them. Nantes bottom half side traveling with plus odds on heavy favorite offering value.,3-0,1,0,0,0,0,0,-238,600,375.0,2.5,-150,117.0,-1.5,110,1.5,-155,2025-11-30 20:00:00+00:00,2025-11-30 11:45:00-08:00,2025-11-30,cliff
2,265823,2025-11-30T14:00:00.000Z,Pisa vs Inter,Inter -1.5,-120,3,89,Inter away but huge favorites against Serie B side with 100% backing Inter. Quality gap enormous with Pisa from second division in Coppa Italia.,0-3,0,0,1,0,0,0,850,-340,450.0,2.5,-138,110.0,1.5,-115,-1.5,-120,2025-11-30 20:00:00+00:00,2025-11-30 06:00:00-08:00,2025-11-30,cliff
3,265607,2025-11-30T14:05:00.000Z,West Ham vs Liverpool,Liverpool -0.5,-167,2,87,Liverpool favorites with 88% backing and conservative minus 0.5 spread after recent minus 1.5 failures. Liverpool strong form while West Ham struggling.,1-2,0,0,1,0,0,0,380,-159,340.0,3.5,130,-170.0,0.5,125,-0.5,-167,2025-11-30 20:00:00+00:00,2025-11-30 06:05:00-08:00,2025-11-30,cliff
4,265817,2025-12-01T19:45:00.000Z,Bologna vs Cremonese,Bologna -1.5,125,2,84,Bologna dominant hosting Serie B side in Coppa Italia with 99% backing Bologna. Plus odds on minus 1.5 offering excellent value for quality gap.,3-0,1,0,0,0,0,0,-220,640,320.0,2.5,106,-130.0,-1.5,125,1.5,-175,2025-11-30 20:00:00+00:00,2025-12-01 11:45:00-08:00,2025-12-01,cliff
5,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg -0.5,-140,2,82,Strasbourg home favorites with 95% backing them. Domestic French league where minus 0.5 spreads have been reliable and profitable strategy.,2-1,1,0,0,0,0,0,-125,330,280.0,2.5,-147,114.0,-0.5,-140,0.5,-102,2025-11-30 20:00:00+00:00,2025-11-30 06:00:00-08:00,2025-11-30,cliff
6,265623,2025-11-30T16:30:00.000Z,FRA vs WOLF,FRA -0.5,-125,2,80,Frankfurt home favorites with 97% tickets backing them. Bundesliga domestic match with strong home advantage and reliable spread pattern.,2-1,1,0,0,0,0,0,-115,280,300.0,3.5,120,-160.0,-0.5,-125,0.5,-115,2025-11-30 20:00:00+00:00,2025-11-30 08:30:00-08:00,2025-11-30,cliff
7,265816,2025-11-30T17:00:00.000Z,Atalanta vs Fiorentina,Atalanta -0.5,-152,2,78,Atalanta home favorites with 95% backing and line moved toward Atalanta showing sharp money. Serie A quality domestic pick.,2-1,1,0,0,0,0,0,-145,400,285.0,2.5,-119,-106.0,-0.5,-152,0.5,115,2025-11-30 20:00:00+00:00,2025-11-30 09:00:00-08:00,2025-11-30,cliff
8,265973,2025-12-02T20:15:00.000Z,Newcastle vs Tottenham,Newcastle -0.5,-152,1,75,Newcastle home favorites with 87% backing them. Spurs still injury depleted traveling to St James Park with Newcastle in good form.,2-1,1,0,0,0,0,0,-143,350,300.0,2.5,-140,110.0,-0.5,-152,0.5,115,2025-11-30 20:00:00+00:00,2025-12-02 12:15:00-08:00,2025-12-02,cliff
9,280924,2025-12-02T20:00:00.000Z,Barcelona vs Atlético,Barcelona -0.5,-135,1,73,Barcelona home favorites in big La Liga match with 96% backing Barca at Camp Nou. Quality edge at home against quality opponent.,2-1,1,0,0,0,0,0,-126,285,320.0,3.5,-100,-135.0,-0.5,-135,0.5,-102,2025-11-30 20:00:00+00:00,2025-12-02 12:00:00-08:00,2025-12-02,cliff
10,265830,2025-11-30T16:15:00.000Z,Le Havre vs Lille,Lille -0.5,-130,1,71,Lille favorites with 98% backing. Away pick but huge consensus and quality edge over bottom half Le Havre in domestic French league.,0-2,0,0,1,0,0,0,330,-119,260.0,2.5,-115,-111.0,0.5,-110,-0.5,-130,2025-11-30 20:00:00+00:00,2025-11-30 08:15:00-08:00,2025-11-30,cliff
1,265607,2025-11-30T14:05:00.000Z,West Ham vs Liverpool,West Ham +0.5,125,3,92,"Home underdog getting +0.5, Liverpool inconsistent away, historical underdog value",1-1,1,0,0,0,0,0,380,-159,340.0,3.5,130,-170.0,0.5,125,-0.5,-167,2025-11-30 11:00:00+00:00,2025-11-30 06:05:00-08:00,2025-11-30,david
2,265617,2025-11-30T14:30:00.000Z,HSV vs Stuttgart,HSV +0.5,110,2,85,"Home underdog with spread protection, Stuttgart poor away form",1-1,1,0,0,0,0,0,210,115,270.0,3.5,125,-168.0,0.5,110,-0.5,-155,2025-11-30 11:00:00+00:00,2025-11-30 06:30:00-08:00,2025-11-30,david
3,265806,2025-11-30T15:15:00.000Z,Sevilla vs Betis,Sevilla +0.5,130,2,82,"Home underdog in derby match, Betis inconsistent on road",1-1,1,0,0,0,0,0,195,145,230.0,2.5,101,-125.0,0.5,130,-0.5,-190,2025-11-30 11:00:00+00:00,2025-11-30 07:15:00-08:00,2025-11-30,david
4,265820,2025-11-30T11:30:00.000Z,Lecce vs Torino,Lecce +0.5,145,2,80,"Home underdog getting +0.5, Torino struggles away",1-1,1,0,0,0,0,0,197,160,187.0,1.5,-196,143.0,0.5,145,-0.5,-210,2025-11-30 11:00:00+00:00,2025-11-30 03:30:00-08:00,2025-11-30,david
5,265610,2025-11-30T14:05:00.000Z,Nottingham vs Albion,Nottingham +0.5,145,1,78,"Home underdog with spread, Albion poor away record",1-1,1,0,0,0,0,0,170,160,240.0,2.5,-120,-105.0,0.5,145,-0.5,-210,2025-11-30 11:00:00+00:00,2025-11-30 06:05:00-08:00,2025-11-30,david
6,265614,2025-11-30T16:30:00.000Z,Chelsea vs Arsenal,Chelsea +0.5,110,1,76,"Home underdog in London derby, Arsenal inconsistent away",1-2,1,0,0,0,0,0,235,125,225.0,2.5,100,-125.0,0.5,110,-0.5,-160,2025-11-30 11:00:00+00:00,2025-11-30 08:30:00-08:00,2025-11-30,david
7,265813,2025-11-30T17:30:00.000Z,Celta Vigo vs Espanyol,Espanyol +0.5,-135,1,75,"Road underdog getting +0.5, Espanyol solid away form",1-1,0,0,1,0,0,0,105,270,240.0,2.5,-114,-111.0,-0.5,-105,0.5,-135,2025-11-30 11:00:00+00:00,2025-11-30 09:30:00-08:00,2025-11-30,david
8,265827,2025-11-30T16:15:00.000Z,Lorient vs Nice,Nice +0.5,-185,1,74,"Road underdog getting +0.5, Nice strong defensive team",0-1,0,0,1,0,0,0,145,190,230.0,2.5,-115,-110.0,-0.5,130,0.5,-185,2025-11-30 11:00:00+00:00,2025-11-30 08:15:00-08:00,2025-11-30,david
9,265831,2025-11-30T16:15:00.000Z,Angers vs Lens,Angers +0.5,105,1,72,"Home underdog with spread protection, Lens inconsistent",1-1,1,0,0,0,0,0,370,-135,280.0,2.5,-125,101.0,0.5,105,-0.5,-145,2025-11-30 11:00:00+00:00,2025-11-30 08:15:00-08:00,2025-11-30,david
10,265809,2025-11-30T13:00:00.000Z,Real Sociedad vs Villarreal,Real Sociedad +0.5,135,1,70,"Home underdog getting +0.5, Villarreal poor away",1-1,1,0,0,0,0,0,180,150,240.0,2.5,-114,-110.0,0.5,135,-0.5,-190,2025-11-30 11:00:00+00:00,2025-11-30 05:00:00-08:00,2025-11-30,david
1,265813,2025-11-30T17:30:00.000Z,Celta Vigo vs Espanyol,Celta Vigo ML,105,3,96,"Pricing Anomaly: Celta is the home favorite. The ML pays plus money (+105), while the -0.5 spread (which requires the exact same win) charges juice at -105.",2-1,0,1,0,0,0,0,105,270,240.0,2.5,-114,-111.0,-0.5,-105,0.5,-135,2025-11-29 21:24:24-08:00,2025-11-30 09:30:00-08:00,2025-11-30,gary
2,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg ML,-120,3,94,"Pricing Anomaly: Strasbourg ML is -120, while the -0.5 spread is -140. You save 20 cents for the identical winning condition.",1-0,0,1,0,0,0,0,-120,330,280.0,2.5,-147,114.0,-0.5,-140,0.5,-102,2025-11-29 21:24:24-08:00,2025-11-30 06:00:00-08:00,2025-11-30,gary
3,265975,2025-12-02T19:30:00.000Z,Fulham vs Man City,Man City ML,-164,3,92,Pricing Anomaly: City is a strong road favorite. The ML (-164) is vastly cheaper than the -0.5 spread (-182).,0-2,0,0,0,1,0,0,400,-164,300.0,2.5,-150,116.0,0.5,130,-0.5,-182,2025-11-29 21:24:24-08:00,2025-12-02 11:30:00-08:00,2025-12-02,gary
4,265830,2025-11-30T16:15:00.000Z,Le Havre vs Lille,Lille ML,-119,3,90,Pricing Anomaly: Lille ML at -119 offers an 11-cent discount compared to the -0.5 spread at -130.,0-1,0,0,0,1,0,0,330,-119,260.0,2.5,-115,-111.0,0.5,-110,-0.5,-130,2025-11-29 21:24:24-08:00,2025-11-30 08:15:00-08:00,2025-11-30,gary
5,265623,2025-11-30T16:30:00.000Z,FRA vs WOLF,FRA ML,-115,2,88,Pricing Anomaly: FRA is the home favorite. Taking the ML saves 10 cents over the spread (-125).,2-1,0,1,0,0,0,0,-115,280,300.0,3.5,-160,96.0,-0.5,-125,0.5,-115,2025-11-29 21:24:24-08:00,2025-11-30 08:30:00-08:00,2025-11-30,gary
6,280928,2025-12-03T18:00:00.000Z,Athletic vs Real Madrid,Real Madrid ML,-124,2,86,Pricing Anomaly: Madrid is the road favorite. ML (-124) is better value than the spread (-135).,1-2,0,0,0,1,0,0,315,-124,277.0,2.5,-135,97.0,0.5,-110,-0.5,-135,2025-11-29 21:24:24-08:00,2025-12-03 10:00:00-08:00,2025-12-03,gary
